date,monitor_id,latitude,longitude,rolling_12mo_avg
01/23/2024,BMT-16,30.0564,-94.06921,1.2
01/23/2024,BMT-17,30.05087,-94.06865,1.3
01/23/2024,BMT-18,30.0468,-94.07106,1.7
01/23/2024,BMT-19,30.04831,-94.07391,2.6
01/23/2024,BMT-20,30.05013,-94.07581,1.6
01/23/2024,BMT-21,30.05423,-94.0797,1.2
01/23/2024,BMT-22,30.05793,-94.07944,0.57
01/23/2024,BMT-23,30.0594,-94.0786,0.48
01/23/2024,BMT-24,30.06203,-94.0795,0.92
01/23/2024,BMT-25,30.06612,-94.07808,1.1
01/23/2024,BMT-26,30.06983,-94.07565,1.2
01/23/2024,BMT-27,30.07475,-94.07576,1.5
01/25/2022,BMT-01,30.07664,-94.07121,3.7
01/25/2022,BMT-02,30.07667,-94.06785,1.5
01/25/2022,BMT-03,30.07583,-94.06433,5.5
01/25/2022,BMT-05,30.07319,-94.05821,4.1
01/25/2022,BMT-06,30.07097,-94.05761,1.6
01/25/2022,BMT-07,30.06816,-94.058,1.1
01/25/2022,BMT-08,30.06701,-94.05709,1.0
01/25/2022,BMT-09,30.06896,-94.05434,0.82
01/25/2022,BMT-10,30.06711,-94.05172,0.74
01/25/2022,BMT-11,30.06474,-94.0527,0.9
01/25/2022,BMT-12,30.06382,-94.05473,0.88
01/25/2022,BMT-13,30.06308,-94.05812,1.1
01/25/2022,BMT-14,30.0609,-94.06012,1.2
01/25/2022,BMT-15,30.05632,-94.06226,0.96
01/25/2022,BMT-16,30.0564,-94.06921,1.1
01/25/2022,BMT-17,30.05087,-94.06865,1.0
01/25/2022,BMT-18,30.0468,-94.07106,1.4
01/25/2022,BMT-19,30.04831,-94.07391,1.1
01/25/2022,BMT-20,30.05013,-94.07581,1.1
01/25/2022,BMT-21,30.05423,-94.0797,1.0
01/25/2022,BMT-22,30.05793,-94.07944,0.97
01/25/2022,BMT-23,30.0594,-94.0786,1.1
01/25/2022,BMT-24,30.06203,-94.0795,0.98
01/25/2022,BMT-25,30.06612,-94.07808,1.1
01/25/2022,BMT-26,30.06983,-94.07565,1.4
01/25/2022,BMT-27,30.07475,-94.07576,1.0
01/25/2023,BMT-01,30.07664,-94.07121,2.8
01/25/2023,BMT-02,30.07667,-94.06785,2.8
01/25/2023,BMT-03,30.07583,-94.06433,2.5
01/25/2023,BMT-05,30.07319,-94.05821,4.8
01/25/2023,BMT-06,30.07097,-94.05761,2.4
01/25/2023,BMT-07,30.06816,-94.058,1.2
01/25/2023,BMT-08,30.06701,-94.05709,1.1
01/25/2023,BMT-09,30.06896,-94.05434,0.55
01/25/2023,BMT-10,30.06711,-94.05172,0.57
01/25/2023,BMT-11,30.06474,-94.0527,0.89
01/25/2023,BMT-12,30.06382,-94.05473,0.76
01/25/2023,BMT-13,30.06308,-94.05812,1.0
01/25/2023,BMT-14,30.0609,-94.06012,1.0
01/25/2023,BMT-15,30.05632,-94.06226,0.72
01/25/2023,BMT-16,30.0564,-94.06921,0.65
01/25/2023,BMT-17,30.05087,-94.06865,0.66
01/25/2023,BMT-18,30.0468,-94.07106,0.91
01/25/2023,BMT-19,30.04831,-94.07391,0.8
01/25/2023,BMT-20,30.05013,-94.07581,0.92
01/25/2023,BMT-21,30.05423,-94.0797,0.66
01/25/2023,BMT-22,30.05793,-94.07944,0.85
01/25/2023,BMT-23,30.0594,-94.0786,0.54
01/25/2023,BMT-24,30.06203,-94.0795,0.74
01/25/2023,BMT-25,30.06612,-94.07808,1.0
01/25/2023,BMT-26,30.06983,-94.07565,1.4
01/25/2023,BMT-27,30.07475,-94.07576,1.1
01/26/2021,BMT-01,30.07664,-94.07121,2.6
01/26/2021,BMT-02,30.07667,-94.06785,1.6
01/26/2021,BMT-03,30.07583,-94.06433,2.6
01/26/2021,BMT-05,30.07319,-94.05821,6.5
01/26/2021,BMT-06,30.07097,-94.05761,1.8
01/26/2021,BMT-07,30.06816,-94.058,1.4
01/26/2021,BMT-08,30.06701,-94.05709,1.1
01/26/2021,BMT-09,30.06896,-94.05434,0.89
01/26/2021,BMT-10,30.06711,-94.05172,1.2
01/26/2021,BMT-11,30.06474,-94.0527,1.0
01/26/2021,BMT-12,30.06382,-94.05473,1.0
01/26/2021,BMT-13,30.06308,-94.05812,1.1
01/26/2021,BMT-14,30.0609,-94.06012,0.87
01/26/2021,BMT-15,30.05632,-94.06226,0.76
01/26/2021,BMT-16,30.0564,-94.06921,0.8
01/26/2021,BMT-17,30.05087,-94.06865,0.78
01/26/2021,BMT-18,30.0468,-94.07106,0.91
01/26/2021,BMT-19,30.04831,-94.07391,0.91
01/26/2021,BMT-20,30.05013,-94.07581,0.87
01/26/2021,BMT-21,30.05423,-94.0797,0.94
01/26/2021,BMT-22,30.05793,-94.07944,0.8
01/26/2021,BMT-23,30.0594,-94.0786,0.93
01/26/2021,BMT-24,30.06203,-94.0795,0.84
01/26/2021,BMT-25,30.06612,-94.07808,0.81
01/26/2021,BMT-26,30.06983,-94.07565,1.3
01/26/2021,BMT-27,30.07475,-94.07576,1.4
01/28/2020,BMT-01,30.07664,-94.07121,1.8
01/28/2020,BMT-02,30.07667,-94.06785,1.4
