date,monitor_id,latitude,longitude,benzene_ug_m3
2024-06-11,BMT-19,30.04831,-94.07391,1.4
2024-06-11,BMT-20,30.05013,-94.07581,1.5
2024-06-11,BMT-21,30.05423,-94.0797,0.8
2024-06-11,BMT-22,30.05793,-94.07944,0.8
2024-06-11,BMT-23,30.0594,-94.0786,0.9
2024-06-11,BMT-24,30.06203,-94.0795,
2024-06-11,BMT-25,30.06612,-94.07808,1.5
2024-06-11,BMT-26,30.06983,-94.07565,1.5
2024-06-11,BMT-27,30.07475,-94.07576,1.5
2024-06-25,BMT-01,30.07664,-94.07121,2.5
2024-06-25,BMT-02,30.07667,-94.06785,2.2
2024-06-25,BMT-03,30.07583,-94.06433,3.3
2024-06-25,BMT-04,30.07467,-94.06087,10.0
2024-06-25,BMT-05,30.07319,-94.05821,4.4
2024-06-25,BMT-06,30.07097,-94.05761,1.8
2024-06-25,BMT-07,30.06816,-94.058,0.5
2024-06-25,BMT-08,30.06701,-94.05709,0.5
2024-06-25,BMT-09,30.06896,-94.05434,0.4
2024-06-25,BMT-10,30.06711,-94.05172,0.5
2024-06-25,BMT-11,30.06474,-94.0527,0.4
2024-06-25,BMT-12,30.06382,-94.075473,0.4
2024-06-25,BMT-13,30.06308,-94.05812,0.5
2024-06-25,BMT-14,30.0609,-94.06012,0.5
2024-06-25,BMT-15,30.05644,-94.06226,0.4
2024-06-25,BMT-16,30.0564,-94.06921,0.6
2024-06-25,BMT-17,30.05087,-94.06865,0.6
2024-06-25,BMT-18,30.0468,-94.07106,0.5
2024-06-25,BMT-19,30.04831,-94.07391,0.5
2024-06-25,BMT-20,30.05013,-94.07581,1.6
2024-06-25,BMT-21,30.05423,-94.0797,0.9
2024-06-25,BMT-22,30.05793,-94.07944,0.8
2024-06-25,BMT-23,30.0594,-94.0786,1.0
2024-06-25,BMT-24,30.06203,-94.0795,0.9
2024-06-25,BMT-25,30.06612,-94.07808,1.1
2024-06-25,BMT-26,30.06983,-94.07565,2.2
2024-06-25,BMT-27,30.07475,-94.07576,1.7
2024-07-09,BMT-01,30.07664,-94.07121,3.2
2024-07-09,BMT-01,30.07664,-94.07121,3.2
2024-07-09,BMT-02,30.07667,-94.06785,2.8
2024-07-09,BMT-02,30.07667,-94.06785,2.8
2024-07-09,BMT-03,30.07583,-94.06433,4.2
2024-07-09,BMT-03,30.07583,-94.06433,4.2
2024-07-09,BMT-04,30.07467,-94.06087,2.2
2024-07-09,BMT-04,30.07467,-94.06087,2.2
2024-07-09,BMT-05,30.07319,-94.05821,3.9
2024-07-09,BMT-05,30.07319,-94.05821,3.9
2024-07-09,BMT-06,30.07097,-94.05761,1.3
2024-07-09,BMT-06,30.07097,-94.05761,1.3
2024-07-09,BMT-07,30.06816,-94.058,0.75
2024-07-09,BMT-07,30.06816,-94.058,0.75
2024-07-09,BMT-08,30.06701,-94.05709,0.7
2024-07-09,BMT-08,30.06701,-94.05709,0.7
2024-07-09,BMT-09,30.06896,-94.05434,0.52
2024-07-09,BMT-09,30.06896,-94.05434,0.52
2024-07-09,BMT-10,30.06711,-94.05172,0.18
2024-07-09,BMT-10,30.06711,-94.05172,0.18
2024-07-09,BMT-11,30.06474,-94.0527,0.47
2024-07-09,BMT-11,30.06474,-94.0527,0.47
2024-07-09,BMT-12,30.06382,-94.075473,0.52
2024-07-09,BMT-12,30.06382,-94.075473,0.52
2024-07-09,BMT-13,30.06308,-94.05812,0.76
2024-07-09,BMT-13,30.06308,-94.05812,0.76
2024-07-09,BMT-14,30.0609,-94.06012,0.75
2024-07-09,BMT-14,30.0609,-94.06012,0.75
2024-07-09,BMT-15,30.05644,-94.06226,0.6
2024-07-09,BMT-15,30.05644,-94.06226,0.6
2024-07-09,BMT-16,30.0564,-94.06921,0.99
2024-07-09,BMT-16,30.0564,-94.06921,0.99
2024-07-09,BMT-17,30.05087,-94.06865,0.85
2024-07-09,BMT-17,30.05087,-94.06865,0.85
2024-07-09,BMT-18,30.0468,-94.07106,0.64
2024-07-09,BMT-18,30.0468,-94.07106,0.64
2024-07-09,BMT-19,30.04831,-94.07391,0.69
2024-07-09,BMT-19,30.04831,-94.07391,0.69
2024-07-09,BMT-20,30.05013,-94.07581,0.64
2024-07-09,BMT-20,30.05013,-94.07581,0.64
2024-07-09,BMT-21,30.05423,-94.0797,0.48
2024-07-09,BMT-21,30.05423,-94.0797,0.48
2024-07-09,BMT-22,30.05793,-94.07944,0.59
2024-07-09,BMT-22,30.05793,-94.07944,0.59
2024-07-09,BMT-23,30.0594,-94.0786,0.68
2024-07-09,BMT-23,30.0594,-94.0786,0.68
2024-07-09,BMT-24,30.06203,-94.0795,0.57
2024-07-09,BMT-24,30.06203,-94.0795,0.57
2024-07-09,BMT-25,30.06612,-94.07808,0.67
2024-07-09,BMT-25,30.06612,-94.07808,0.67
2024-07-09,BMT-26,30.06983,-94.07565,0.86
2024-07-09,BMT-26,30.06983,-94.07565,0.86
2024-07-09,BMT-27,30.07475,-94.07576,0.72
2024-07-09,BMT-27,30.07475,-94.07576,0.72
2024-07-23,BMT-01,30.07664,-94.07121,2.0
2024-07-23,BMT-01,30.07664,-94.07121,2.0
2024-07-23,BMT-02,30.07667,-94.06785,2.2
2024-07-23,BMT-02,30.07667,-94.06785,2.2
2024-07-23,BMT-03,30.07583,-94.06433,3.5
2024-07-23,BMT-03,30.07583,-94.06433,3.5
2024-07-23,BMT-04,30.07467,-94.06087,9.6
2024-07-23,BMT-04,30.07467,-94.06087,9.6
2024-07-23,BMT-05,30.07319,-94.05821,18.0
2024-07-23,BMT-05,30.07319,-94.05821,18.0
2024-07-23,BMT-06,30.07097,-94.05761,2.1
2024-07-23,BMT-06,30.07097,-94.05761,2.1
2024-07-23,BMT-07,30.06816,-94.058,1.0
2024-07-23,BMT-07,30.06816,-94.058,1.0
2024-07-23,BMT-08,30.06701,-94.05709,0.7
2024-07-23,BMT-08,30.06701,-94.05709,0.7
2024-07-23,BMT-09,30.06896,-94.05434,0.7
2024-07-23,BMT-09,30.06896,-94.05434,0.7
2024-07-23,BMT-10,30.06711,-94.05172,0.5
2024-07-23,BMT-10,30.06711,-94.05172,0.5
2024-07-23,BMT-11,30.06474,-94.0527,0.6
2024-07-23,BMT-11,30.06474,-94.0527,0.6
2024-07-23,BMT-12,30.06382,-94.075473,0.6
2024-07-23,BMT-12,30.06382,-94.075473,0.6
2024-07-23,BMT-13,30.06308,-94.05812,1.0
2024-07-23,BMT-13,30.06308,-94.05812,1.0
2024-07-23,BMT-14,30.0609,-94.06012,0.8
2024-07-23,BMT-14,30.0609,-94.06012,0.8
2024-07-23,BMT-15,30.05644,-94.06226,0.6
2024-07-23,BMT-15,30.05644,-94.06226,0.6
2024-07-23,BMT-16,30.0564,-94.06921,1.0
2024-07-23,BMT-16,30.0564,-94.06921,1.0
2024-07-23,BMT-17,30.05087,-94.06865,1.0
2024-07-23,BMT-17,30.05087,-94.06865,1.0
2024-07-23,BMT-18,30.0468,-94.07106,0.8
2024-07-23,BMT-18,30.0468,-94.07106,0.8
2024-07-23,BMT-19,30.04831,-94.07391,1.0
2024-07-23,BMT-19,30.04831,-94.07391,1.0
2024-07-23,BMT-20,30.05013,-94.07581,1.1
2024-07-23,BMT-20,30.05013,-94.07581,1.1
2024-07-23,BMT-21,30.05423,-94.0797,0.7
2024-07-23,BMT-21,30.05423,-94.0797,0.7
2024-07-23,BMT-22,30.05793,-94.07944,0.8
2024-07-23,BMT-22,30.05793,-94.07944,0.8
2024-07-23,BMT-23,30.0594,-94.0786,0.9
2024-07-23,BMT-23,30.0594,-94.0786,0.9
2024-07-23,BMT-24,30.06203,-94.0795,0.8
2024-07-23,BMT-24,30.06203,-94.0795,0.8
2024-07-23,BMT-25,30.06612,-94.07808,0.9
2024-07-23,BMT-25,30.06612,-94.07808,0.9
2024-07-23,BMT-26,30.06983,-94.07565,1.2
2024-07-23,BMT-26,30.06983,-94.07565,1.2
2024-07-23,BMT-27,30.07475,-94.07576,1.0
2024-07-23,BMT-27,30.07475,-94.07576,1.0
2024-08-06,BMT-01,30.07664,-94.07121,3.1
2024-08-06,BMT-01,30.07664,-94.07121,3.1
2024-08-06,BMT-02,30.07667,-94.06785,2.2
2024-08-06,BMT-02,30.07667,-94.06785,2.2
2024-08-06,BMT-03,30.07583,-94.06433,3.2
2024-08-06,BMT-03,30.07583,-94.06433,3.2
2024-08-06,BMT-04,30.07467,-94.06087,5.4
2024-08-06,BMT-04,30.07467,-94.06087,5.4
2024-08-06,BMT-05,30.07319,-94.05821,18.0
2024-08-06,BMT-05,30.07319,-94.05821,18.0
