date,wind_speed,wind_direction_degrees
11/20/2025,5.46,145.6
11/21/2025,4.78,185.2
11/22/2025,4.06,316.8
11/23/2025,4.25,75.5
11/24/2025,6.44,153.3
11/25/2025,4.65,313.8
11/26/2025,5.98,25
11/27/2025,5.13,45
11/28/2025,6.63,98.6
11/29/2025,6.98,141.8
11/30/2025,7.13,17
12/1/2025,4.67,12.7
12/2/2025,5.63,13.5
12/3/2025,4.93,87.8
12/4/2025,5.65,15
12/5/2025,2.99,22.9
12/6/2025,2.88,131.9
12/7/2025,4.39,10.7
12/8/2025,5.99,11.3
12/9/2025,3.67,129.9
12/10/2025,5.06,289.4
12/11/2025,4.55,92.9
12/12/2025,4.51,192.1
12/13/2025,4.58,158.7
12/14/2025,7.22,19.7
12/15/2025,3.59,62.3
12/16/2025,4,104.4
12/17/2025,4.71,100.7
12/18/2025,6.45,248.5
12/19/2025,4.62,73.5
12/20/2025,6.68,184.8
12/21/2025,4.18,181.2
12/22/2025,4.53,147.8
